source_file,function_type,function_label,n,E2,ldpc_code_rate,ebno_db,false_positive_count,negative_trials,false_negative_count,positive_trials,fpr,fnr,max_fpr_fnr,fp_plus_fn_over_trials,max_ci95_lower,max_ci95_upper,channel_uses_per_bfc_decision,parallel_bfc_rate,frames,stopping_mode
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p2p1.mat,exact-threshold,Exact threshold,42,0.1,0.5,2.1,1312,192750,1,192750,0.00680674448767834,5.18806744487678e-06,0.00680674448767834,0.00340596627756161,0.00638681667701719,0.00722667229833949,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p2p2.mat,exact-threshold,Exact threshold,42,0.1,0.5,2.2,1312,192750,1,192750,0.00680674448767834,5.18806744487678e-06,0.00680674448767834,0.00340596627756161,0.00638681667701719,0.00722667229833949,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p2p3.mat,exact-threshold,Exact threshold,42,0.1,0.5,2.3,1312,192750,0,192750,0.00680674448767834,0,0.00680674448767834,0.00340337224383917,0.00638681667701719,0.00735061005190774,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p2p4.mat,exact-threshold,Exact threshold,42,0.1,0.5,2.4,1312,192750,0,192750,0.00680674448767834,0,0.00680674448767834,0.00340337224383917,0.00638681667701719,0.00735061005190774,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p2p5.mat,exact-threshold,Exact threshold,42,0.1,0.5,2.5,1312,192750,0,192750,0.00680674448767834,0,0.00680674448767834,0.00340337224383917,0.00638681667701719,0.00735061005190774,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p2p6.mat,exact-threshold,Exact threshold,42,0.1,0.5,2.6,1312,192750,0,192750,0.00680674448767834,0,0.00680674448767834,0.00340337224383917,0.00638681667701719,0.00735061005190774,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p0p5.mat,rank,Rank,40,0.1,0.5,0.5,1,40500,40052,40500,2.46913580246914e-05,0.988938271604938,0.988938271604938,0.494481481481481,0.987611524517037,0.99026501869284,80,0.199115730107962,100,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p0p6.mat,rank,Rank,40,0.1,0.5,0.6,0,40500,39744,40500,0,0.981333333333333,0.981333333333333,0.490666666666667,0.979494739397893,0.983171927268773,80,0.199115730107962,100,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p0p7.mat,rank,Rank,40,0.1,0.5,0.7,0,40500,38107,40500,0,0.940913580246914,0.940913580246914,0.470456790123457,0.914145049664523,0.967682110829304,80,0.199115730107962,100,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p0p8.mat,rank,Rank,40,0.1,0.5,0.8,1,40500,17934,40500,2.46913580246914e-05,0.442814814814815,0.442814814814815,0.22141975308642,0.347772301855305,0.537857327774325,80,0.199115730107962,100,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p0p9.mat,rank,Rank,40,0.1,0.5,0.9,1,40500,619,40500,2.46913580246914e-05,0.015283950617284,0.015283950617284,0.00765432098765432,0.00810258349048953,0.0224653177440784,80,0.199115730107962,100,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p0.mat,rank,Rank,40,0.1,0.5,1,3,202500,944,202500,1.48148148148148e-05,0.00466172839506173,0.00466172839506173,0.00233827160493827,0.00416280433594057,0.00516065245418288,80,0.199115730107962,500,fixed_frames
