family,scheme,snr_db,frames,negative_trials,positive_trials,fp,fn,fer,noiseless_fp,mean_iterations,fp_lo95,fp_hi95,fp_events,fn_lo95,fn_hi95,fn_events,fer_lo95,fer_hi95,fer_events
rank,bfc,-4.8,2500,675000,675000,2.2222222222222223e-05,0.5977659259259259,1.0,1.7777777777777777e-05,50.0,1.1851851851851852e-05,3.4074074074074077e-05,15,0.5932855185185185,0.6028337037037037,403492,1.0,1.0,2500
rank,bfc,-4.7,2500,675000,675000,2.2222222222222223e-05,0.37550370370370373,1.0,1.7777777777777777e-05,50.0,1.1851851851851852e-05,3.4074074074074077e-05,15,0.36932148148148153,0.38106540740740735,253465,1.0,1.0,2500
rank,bfc,-4.6,2500,675000,675000,1.7777777777777777e-05,0.13316296296296296,0.9492,1.7777777777777777e-05,49.9816,8.888888888888888e-06,2.962962962962963e-05,12,0.1285077037037037,0.1380904074074074,89885,0.9404,0.95721,2373
rank,bfc,-4.5,2500,675000,675000,1.7777777777777777e-05,0.019257777777777776,0.5688,1.7777777777777777e-05,49.5156,8.888888888888888e-06,2.8148148148148147e-05,12,0.01769322222222222,0.02079259259259259,12999,0.5492,0.5876,1422
rank,bfc,-4.4,10000,2700000,2700000,1.7407407407407406e-05,0.0007351851851851852,0.0853,1.7407407407407406e-05,46.5477,1.2962962962962962e-05,2.296296296296296e-05,47,0.0006381203703703704,0.0008418518518518519,1985,0.0802975,0.091,853
rank,bfc,-4.3,10000,2700000,2700000,1.7407407407407406e-05,2.037037037037037e-05,0.0042,1.7407407407407406e-05,41.9883,1.2592592592592593e-05,2.2592592592592594e-05,47,9.620370370370372e-06,3.481481481481481e-05,55,0.003,0.0055,42
rank,bfc,-4.2,10000,2700000,2700000,1.7407407407407406e-05,3.7037037037037036e-07,0.0001,1.7407407407407406e-05,37.7934,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,1.111111111111111e-06,1,0.0,0.0003,1
rank,bfc,-4.1,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,34.498,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,-4.0,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,31.6368,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,-3.9,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,29.2904,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
