function_type,sweep_type,source_summary,source_point,n,K,m,E2,ldpc_code_rate,ebno_db,false_positive_count,negative_trials,false_negative_count,positive_trials,fpr,fnr,max_fpr_fnr,fp_plus_fn_over_trials,channel_uses_per_bfc_decision,parallel_bfc_rate,frames,tuples,inference_status
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_16_awgn_ebno_p1p0.mat,16,147,1176,0.05,0.5,1,393,101250,210,101250,0.00388148148148148,0.00207407407407407,0.00388148148148148,0.00297777777777778,32,0.318739760776136,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_16_awgn_ebno_p1p25.mat,16,147,1176,0.05,0.5,1.25,2582,664200,200,664200,0.00388738331827763,0.000301114122252334,0.00388738331827763,0.00209424872026498,32,0.318739760776136,656,1328400,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_16_awgn_ebno_p1p5.mat,16,147,1176,0.05,0.5,1.5,3945,1000350,73,1000350,0.00394361973309342,7.29744589393712e-05,0.00394361973309342,0.00200829709601639,32,0.318739760776136,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_16_awgn_ebno_p1p75.mat,16,147,1176,0.05,0.5,1.75,3944,1000350,16,1000350,0.00394262008297096,1.59944019593142e-05,0.00394262008297096,0.00197930724246514,32,0.318739760776136,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_16_awgn_ebno_p2p0.mat,16,147,1176,0.05,0.5,2,3943,1000350,4,1000350,0.0039416204328485,3.99860048982856e-06,0.0039416204328485,0.00197280951666917,32,0.318739760776136,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_16_awgn_ebno_p2p25.mat,16,147,1176,0.05,0.5,2.25,3944,1000350,0,1000350,0.00394262008297096,0,0.00394262008297096,0.00197131004148548,32,0.318739760776136,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_16_awgn_ebno_p2p5.mat,16,147,1176,0.05,0.5,2.5,3944,1000350,0,1000350,0.00394262008297096,0,0.00394262008297096,0.00197131004148548,32,0.318739760776136,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_16_awgn_ebno_p2p75.mat,16,147,1176,0.05,0.5,2.75,3944,1000350,1,1000350,0.00394262008297096,9.9965012245714e-07,0.00394262008297096,0.00197180986654671,32,0.318739760776136,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_16_awgn_ebno_p3p0.mat,16,147,1176,0.05,0.5,3,3944,1000350,0,1000350,0.00394262008297096,0,0.00394262008297096,0.00197131004148548,32,0.318739760776136,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_16_awgn_ebno_p0p0.mat,16,84,672,0.1,0.5,0,385,101250,93722,101250,0.00380246913580247,0.925649382716049,0.925649382716049,0.464725925925926,32,0.293509919461836,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_16_awgn_ebno_p0p25.mat,16,84,672,0.1,0.5,0.25,396,101250,91432,101250,0.00391111111111111,0.903032098765432,0.903032098765432,0.453471604938272,32,0.293509919461836,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_16_awgn_ebno_p0p5.mat,16,84,672,0.1,0.5,0.5,383,101250,86978,101250,0.00378271604938272,0.859041975308642,0.859041975308642,0.431412345679012,32,0.293509919461836,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_16_awgn_ebno_p0p75.mat,16,84,672,0.1,0.5,0.75,402,101250,60490,101250,0.00397037037037037,0.597432098765432,0.597432098765432,0.300701234567901,32,0.293509919461836,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_16_awgn_ebno_p1p0.mat,16,84,672,0.1,0.5,1,389,101250,204,101250,0.00384197530864198,0.00201481481481481,0.00384197530864198,0.0029283950617284,32,0.293509919461836,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_16_awgn_ebno_p1p25.mat,16,84,672,0.1,0.5,1.25,2310,615600,201,615600,0.00375243664717349,0.000326510721247563,0.00375243664717349,0.00203947368421053,32,0.293509919461836,608,1231200,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_16_awgn_ebno_p1p5.mat,16,84,672,0.1,0.5,1.5,3795,1000350,78,1000350,0.00379367221472485,7.79727095516569e-05,0.00379367221472485,0.00193582246213825,32,0.293509919461836,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_16_awgn_ebno_p1p75.mat,16,84,672,0.1,0.5,1.75,3795,1000350,16,1000350,0.00379367221472485,1.59944019593142e-05,0.00379367221472485,0.00190483330834208,32,0.293509919461836,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_16_awgn_ebno_p2p0.mat,16,84,672,0.1,0.5,2,3795,1000350,5,1000350,0.00379367221472485,4.9982506122857e-06,0.00379367221472485,0.00189933523266857,32,0.293509919461836,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_16_awgn_ebno_p2p25.mat,16,84,672,0.1,0.5,2.25,3795,1000350,2,1000350,0.00379367221472485,1.99930024491428e-06,0.00379367221472485,0.00189783575748488,32,0.293509919461836,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_16_awgn_ebno_p2p5.mat,16,84,672,0.1,0.5,2.5,3795,1000350,0,1000350,0.00379367221472485,0,0.00379367221472485,0.00189683610736242,32,0.293509919461836,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_16_awgn_ebno_p2p75.mat,16,84,672,0.1,0.5,2.75,3795,1000350,0,1000350,0.00379367221472485,0,0.00379367221472485,0.00189683610736242,32,0.293509919461836,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_16_awgn_ebno_p3p0.mat,16,84,672,0.1,0.5,3,3795,1000350,0,1000350,0.00379367221472485,0,0.00379367221472485,0.00189683610736242,32,0.293509919461836,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p15_Rc_0p5/points/result_n_16_awgn_ebno_p0p0.mat,16,48,384,0.15,0.5,0,414,101250,93864,101250,0.00408888888888889,0.927051851851852,0.927051851851852,0.46557037037037,32,0.268280078147536,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p15_Rc_0p5/points/result_n_16_awgn_ebno_p0p25.mat,16,48,384,0.15,0.5,0.25,419,101250,91601,101250,0.00413827160493827,0.904701234567901,0.904701234567901,0.45441975308642,32,0.268280078147536,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p15_Rc_0p5/points/result_n_16_awgn_ebno_p0p5.mat,16,48,384,0.15,0.5,0.5,349,101250,87002,101250,0.00344691358024691,0.859279012345679,0.859279012345679,0.431362962962963,32,0.268280078147536,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p15_Rc_0p5/points/result_n_16_awgn_ebno_p0p75.mat,16,48,384,0.15,0.5,0.75,382,101250,59777,101250,0.00377283950617284,0.59039012345679,0.59039012345679,0.297081481481482,32,0.268280078147536,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p15_Rc_0p5/points/result_n_16_awgn_ebno_p1p0.mat,16,48,384,0.15,0.5,1,366,101250,241,101250,0.00361481481481481,0.00238024691358025,0.00361481481481481,0.00299753086419753,32,0.268280078147536,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p15_Rc_0p5/points/result_n_16_awgn_ebno_p1p25.mat,16,48,384,0.15,0.5,1.25,2511,643950,200,643950,0.00389937106918239,0.000310583119807438,0.00389937106918239,0.00210497709449491,32,0.268280078147536,636,1287900,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p15_Rc_0p5/points/result_n_16_awgn_ebno_p1p5.mat,16,48,384,0.15,0.5,1.5,3873,1000350,87,1000350,0.0038716449242765,8.69695606537712e-05,0.0038716449242765,0.00197930724246514,32,0.268280078147536,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p15_Rc_0p5/points/result_n_16_awgn_ebno_p1p75.mat,16,48,384,0.15,0.5,1.75,3873,1000350,23,1000350,0.0038716449242765,2.29919528165142e-05,0.0038716449242765,0.00194731843854651,32,0.268280078147536,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p15_Rc_0p5/points/result_n_16_awgn_ebno_p2p0.mat,16,48,384,0.15,0.5,2,3873,1000350,4,1000350,0.0038716449242765,3.99860048982856e-06,0.0038716449242765,0.00193782176238317,32,0.268280078147536,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p15_Rc_0p5/points/result_n_16_awgn_ebno_p2p25.mat,16,48,384,0.15,0.5,2.25,3873,1000350,1,1000350,0.0038716449242765,9.9965012245714e-07,0.0038716449242765,0.00193632228719948,32,0.268280078147536,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p15_Rc_0p5/points/result_n_16_awgn_ebno_p2p5.mat,16,48,384,0.15,0.5,2.5,3873,1000350,1,1000350,0.0038716449242765,9.9965012245714e-07,0.0038716449242765,0.00193632228719948,32,0.268280078147536,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p15_Rc_0p5/points/result_n_16_awgn_ebno_p2p75.mat,16,48,384,0.15,0.5,2.75,3873,1000350,0,1000350,0.0038716449242765,0,0.0038716449242765,0.00193582246213825,32,0.268280078147536,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p15_Rc_0p5/points/result_n_16_awgn_ebno_p3p0.mat,16,48,384,0.15,0.5,3,3873,1000350,0,1000350,0.0038716449242765,0,0.0038716449242765,0.00193582246213825,32,0.268280078147536,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p2_Rc_0p5/points/result_n_16_awgn_ebno_p0p0.mat,16,27,216,0.2,0.5,0,372,101250,93748,101250,0.00367407407407407,0.925906172839506,0.925906172839506,0.46479012345679,32,0.242340234442608,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p2_Rc_0p5/points/result_n_16_awgn_ebno_p0p25.mat,16,27,216,0.2,0.5,0.25,422,101250,91392,101250,0.0041679012345679,0.902637037037037,0.902637037037037,0.453402469135802,32,0.242340234442608,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p2_Rc_0p5/points/result_n_16_awgn_ebno_p0p5.mat,16,27,216,0.2,0.5,0.5,435,101250,86986,101250,0.0042962962962963,0.859120987654321,0.859120987654321,0.431708641975309,32,0.242340234442608,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p2_Rc_0p5/points/result_n_16_awgn_ebno_p0p75.mat,16,27,216,0.2,0.5,0.75,415,101250,62952,101250,0.00409876543209877,0.621748148148148,0.621748148148148,0.312923456790123,32,0.242340234442608,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p2_Rc_0p5/points/result_n_16_awgn_ebno_p1p0.mat,16,27,216,0.2,0.5,1,398,101250,222,101250,0.00393086419753086,0.00219259259259259,0.00393086419753086,0.00306172839506173,32,0.242340234442608,100,202500,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p2_Rc_0p5/points/result_n_16_awgn_ebno_p1p25.mat,16,27,216,0.2,0.5,1.25,2069,522450,200,522450,0.00396018757775864,0.000382811752320796,0.00396018757775864,0.00217149966503972,32,0.242340234442608,516,1044900,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p2_Rc_0p5/points/result_n_16_awgn_ebno_p1p5.mat,16,27,216,0.2,0.5,1.5,3928,1000350,87,1000350,0.00392662568101165,8.69695606537712e-05,0.00392662568101165,0.00200679762083271,32,0.242340234442608,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p2_Rc_0p5/points/result_n_16_awgn_ebno_p1p75.mat,16,27,216,0.2,0.5,1.75,3928,1000350,23,1000350,0.00392662568101165,2.29919528165142e-05,0.00392662568101165,0.00197480881691408,32,0.242340234442608,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p2_Rc_0p5/points/result_n_16_awgn_ebno_p2p0.mat,16,27,216,0.2,0.5,2,3928,1000350,4,1000350,0.00392662568101165,3.99860048982856e-06,0.00392662568101165,0.00196531214075074,32,0.242340234442608,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p2_Rc_0p5/points/result_n_16_awgn_ebno_p2p25.mat,16,27,216,0.2,0.5,2.25,3928,1000350,0,1000350,0.00392662568101165,0,0.00392662568101165,0.00196331284050582,32,0.242340234442608,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p2_Rc_0p5/points/result_n_16_awgn_ebno_p2p5.mat,16,27,216,0.2,0.5,2.5,3928,1000350,0,1000350,0.00392662568101165,0,0.00392662568101165,0.00196331284050582,32,0.242340234442608,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p2_Rc_0p5/points/result_n_16_awgn_ebno_p2p75.mat,16,27,216,0.2,0.5,2.75,3928,1000350,0,1000350,0.00392662568101165,0,0.00392662568101165,0.00196331284050582,32,0.242340234442608,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p2_Rc_0p5/points/result_n_16_awgn_ebno_p3p0.mat,16,27,216,0.2,0.5,3,3928,1000350,0,1000350,0.00392662568101165,0,0.00392662568101165,0.00196331284050582,32,0.242340234442608,988,2000700,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_28_awgn_ebno_p0p0.mat,28,6208,86912,0.05,0.5,0,65,1001962,992044,1001962,6.48727197239017e-05,0.990101421011975,0.990101421011975,0.495083146865849,56.0069144338807,0.292950753136283,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_28_awgn_ebno_p0p25.mat,28,6208,86912,0.05,0.5,0.25,56,1001962,985272,1001962,5.58903431467461e-05,0.983342681658586,0.983342681658586,0.491699286000866,56.0069144338807,0.292950753136283,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_28_awgn_ebno_p0p5.mat,28,6208,86912,0.05,0.5,0.5,54,1001962,969115,1001962,5.38942594629337e-05,0.967217319618908,0.967217319618908,0.483635606939185,56.0069144338807,0.292950753136283,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_28_awgn_ebno_p0p75.mat,28,6208,86912,0.05,0.5,0.75,70,1001962,715103,1001962,6.98629289334326e-05,0.713702715272635,0.713702715272635,0.356886289100784,56.0069144338807,0.292950753136283,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_28_awgn_ebno_p1p0.mat,28,6208,86912,0.05,0.5,1,50,1001962,3441,1001962,4.9902092095309e-05,0.00343426197799917,0.00343426197799917,0.00174208203504724,56.0069144338807,0.292950753136283,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_28_awgn_ebno_p1p25.mat,28,6208,86912,0.05,0.5,1.25,50,1001962,629,1001962,4.9902092095309e-05,0.000627768318558987,0.000627768318558987,0.000338835205327148,56.0069144338807,0.292950753136283,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_28_awgn_ebno_p1p5.mat,28,6208,86912,0.05,0.5,1.5,50,1001962,151,1001962,4.9902092095309e-05,0.000150704318127833,0.000150704318127833,0.000100303205111571,56.0069144338807,0.292950753136283,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_28_awgn_ebno_p1p75.mat,28,6208,86912,0.05,0.5,1.75,50,1001962,32,1001962,4.9902092095309e-05,3.19373389409978e-05,4.9902092095309e-05,4.09197155181534e-05,56.0069144338807,0.292950753136283,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_28_awgn_ebno_p2p0.mat,28,6208,86912,0.05,0.5,2,50,1001962,10,1001962,4.9902092095309e-05,9.9804184190618e-06,4.9902092095309e-05,2.99412552571854e-05,56.0069144338807,0.292950753136283,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_28_awgn_ebno_p2p25.mat,28,6208,86912,0.05,0.5,2.25,50,1001962,3,1001962,4.9902092095309e-05,2.99412552571854e-06,4.9902092095309e-05,2.64481088105138e-05,56.0069144338807,0.292950753136283,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_28_awgn_ebno_p2p5.mat,28,6208,86912,0.05,0.5,2.5,50,1001962,1,1001962,4.9902092095309e-05,9.9804184190618e-07,4.9902092095309e-05,2.54500669686076e-05,56.0069144338807,0.292950753136283,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_28_awgn_ebno_p2p75.mat,28,6208,86912,0.05,0.5,2.75,50,1001962,0,1001962,4.9902092095309e-05,0,4.9902092095309e-05,2.49510460476545e-05,56.0069144338807,0.292950753136283,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p05_Rc_0p5/points/result_n_28_awgn_ebno_p3p0.mat,28,6208,86912,0.05,0.5,3,50,1001962,0,1001962,4.9902092095309e-05,0,4.9902092095309e-05,2.49510460476545e-05,56.0069144338807,0.292950753136283,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_28_awgn_ebno_p0p0.mat,28,2352,32928,0.1,0.5,0,57,1001962,992046,1001962,5.68883849886523e-05,0.990103417095658,0.990103417095658,0.495080152740323,56.0069144338807,0.267949545490684,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_28_awgn_ebno_p0p25.mat,28,2352,32928,0.1,0.5,0.25,67,1001962,985232,1001962,6.68688034077141e-05,0.98330275998491,0.98330275998491,0.491684814394159,56.0069144338807,0.267949545490684,1732,2003924,pilot; adaptive/event-or-cap stopping
id,e2,results/noisy_channel_tradeoffs/server_full/id/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/id/e2/E2_0p1_Rc_0p5/points/result_n_28_awgn_ebno_p0p5.mat,28,2352,32928,0.1,0.5,0.5,42,1001962,969005,1001962,4.19177573600596e-05,0.967107535016298,0.967107535016298,0.483574726386829,56.0069144338807,0.267949545490684,1732,2003924,pilot; adaptive/event-or-cap stopping
