family,sequence,n_t,r,T,K,m,S,rate,E,bound,design_bound,asymptotic
rank,vanishing_E,188,94,19807040628566084398385987584,70320985495150188088404,6610172636544117680309976,21,0.4385689480217914,0.07293249574894728,7.455635211190362e-05,7.455635211190368e-05,0.5
rank,fixed_E,190,95,39614081257132168796771975168,3597993510757824924720,341809383521993367848400,21,0.41146072729238,0.1,1.9073486328125e-06,1.9073486328125e-06,0.5
rank,vanishing_E,190,95,39614081257132168796771975168,133726709145726217867655,12704037368843990697427225,21,0.43891310228137875,0.07254762501100116,7.08904713410373e-05,7.089047134103724e-05,0.5
rank,fixed_E,192,96,79228162514264337593543950336,6264470555052047551724,601389173284996564965504,21,0.41142002644761666,0.1,1.660443426697014e-06,1.660443426697011e-06,0.5
rank,vanishing_E,192,96,79228162514264337593543950336,254370247336483319507256,24419543744302398672696576,21,0.4392512427989134,0.07216878364870323,6.74226818412507e-05,6.742268184125066e-05,0.5
rank,fixed_E,194,97,158456325028528675187087900672,10907076740905086881431,1057986443867793427498807,21,0.4113793578320019,0.1,1.4454999604324322e-06,1.44549996043243e-06,0.5
rank,vanishing_E,194,97,158456325028528675187087900672,483980230419619194973276,46946082350703061912407772,21,0.4395835419702281,0.07179581586177382,6.41412378898863e-05,6.41412378898863e-05,0.5
rank,fixed_E,196,98,316912650057057350374175801344,18990323601417954449175,1861051712938959536019150,21,0.41133873684355327,0.1,1.258380804798979e-06,1.2583808047989777e-06,0.5
rank,vanishing_E,196,98,316912650057057350374175801344,921086338754004253321824,90266461197892416825538752,21,0.4399101654149819,0.07142857142857142,6.103515625000007e-05,6.103515625e-05,0.5
rank,fixed_E,198,99,633825300114114700748351602688,33064073816780162144854,3273343307861236052340546,21,0.4112981777641457,0.1,1.0954841184587813e-06,1.0954841184587807e-06,0.5
rank,vanishing_E,198,99,633825300114114700748351602688,1753407131013548453482385,173587305970341296894756115,21,0.44023127231227555,0.07106690545187015,5.809416213687765e-05,5.809416213687764e-05,0.5
rank,fixed_E,200,100,1267650600228229401496703205376,57567896172125198795532,5756789617212519879553200,21,0.41125769383497984,0.1,9.5367431640625e-07,9.5367431640625e-07,0.5
rank,vanishing_E,200,100,1267650600228229401496703205376,3338668089068866934954429,333866808906886693495442900,21,0.44054701571632504,0.07071067811865475,5.5308639350482814e-05,5.530863935048277e-05,0.5
rank,fixed_E,256,128,340282366920938463463374607431768211456,318604760970886928071975644930,40781409404273526793212882551040,21,0.4101862600672705,0.1,1.9662200074984047e-08,1.9662200074984027e-08,0.5
rank,vanishing_E,256,128,340282366920938463463374607431768211456,247252231358801315644309349010480,31648285613926568402471596673341440,21,0.44768626006727047,0.0625,1.52587890625e-05,1.52587890625e-05,0.5
rank,fixed_E,512,256,115792089237316195423570985008687907853269984665640564039457584007913129639936,2131688867979635881426430618432815222782092107127928832306324,545712350202786785645166238318800697032215579424749781070418944,21,0.40704625503363523,0.1,3.866021117887027e-16,3.8660211178870195e-16,0.5
rank,vanishing_E,512,256,115792089237316195423570985008687907853269984665640564039457584007913129639936,850997637580842913295094525143589251142836266353426904842266452409639,217855395220695785803544198436758848292566084186477287639620211816867584,21,0.462852081209476,0.044194173824159216,1.5433653980084203e-07,1.54336539800842e-07,0.5
rank,fixed_E,1024,512,13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096,95426046027234331379472493275909534547572388775244837228401400555361061881454353465781217782037953402565396408513218970086,48858135565943977666289916557265681688357063052925356660941517084344863683304628974479983504403432142113482961158768112684032,21,0.4044996900168176,0.1,1.4946119283948456e-31,1.49461192839484e-31,0.5
rank,vanishing_E,1024,512,13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096,148654692872190106256266534752055538368980863936427197659959855220255797086655505720014576336356760531420330053400315375973713127585156443156675,76111202750561334403208465793052435644918202335450725201899445872770968108367618928647463084214661392087208987340961472498541121323600098896217600,21,0.4732496900168176,0.03125,2.3283064365386963e-10,2.3283064365386963e-10,0.5
rank,fixed_E,2048,1024,179769313486231590772930519078902473361797697894230657273430081157732675805500963132708477322407536021120113879871393357658789768814416622492847430639474124377767893424865485276302219601246094119453082952085005768838150682342462881473913110540827237163350510684586298239947245938479716304835356329624224137216,191228735468228747493440880080853947783545151293617950723995374409876721551794993098493804745822130324113582558625365889212331218293721219223978565389085021817772211930881120263655408736960152258501341571621328873934864769178508483076946843296243,195818225119466237433283461202794442530350234924664781541371263395713762869038072932857656059721861451892308540032374670553427167532770528485354050958423062341398745017222267149983138546647195912705373769340240766909301523638792686670793567535352832,21,0.4027381262584088,0.1,2.2338648165001596e-62,2.233864816500142e-62,0.5
rank,vanishing_E,2048,1024,179769313486231590772930519078902473361797697894230657273430081157732675805500963132708477322407536021120113879871393357658789768814416622492847430639474124377767893424865485276302219601246094119453082952085005768838150682342462881473913110540827237163350510684586298239947245938479716304835356329624224137216,203907774002762328385428813088463015163914033014761487886752668603442420266156362809582696599202970504928325116087617694593349860272763575286730495264607247227759126728972870376829268924734760632750298520346056928038426029306515541313171790907208230046032623785369405713426545193725895980625702,208801560578828624266679104602586127527847969807115763596034732649925038352544115517012681317583841797046604918873720519263590256919309901093612027150957821161225345770468219265873171378928394887936305684834362294311348254009871914304687913888981227567137406756218271450548782278375317484160718848,21,0.4806410393463292,0.022097086912079608,2.381976751769689e-14,2.3819767517696886e-14,0.5
rank,fixed_E,4096,2048,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088152386448283120630877367300996091750197750389652106796057638384067568276792218642619756161838094338476170470581645852036305042887575891541065808607552399123930385521914333389668342420684974786564569494856176035326322058077805659331026192708460314150258592864177116725943603718461857357598351152301645904403697613233287231227125684710820209725157101726931323469678542580656697935045997268352998638215525166389437335543602135433229604645318478604952148193555853611059596230656,767937014644333954703816411961037526549195566668429215592202009081380469499574807026575815202060309078470992960118889420980028155789617461087569954741081305917545855129930766711597302669268340371339133946924262975345304407748401309724955198526016312470993890681730238299822032412430266625282468490486499794511236190601488303418456002043843402027422919532252460332634873646004810926747797194673129966197992615500948548065094294301746627810704573499831541344550990691775046191868336918833735302,1572735005991595939233416011696204854372752520536943033532829714598667201535129204790427269533819512992708593582323485534167097663057136560307343267309734514519133911306098210225351275866661561080502546323300890573507183427068725882316708246581281407940595488116183528038035522380657186048578495468516351579159011718351848045400997892185791287352162139202053038761236221227017852777979488654690570170773488876545942626437313114729977093756322966527654996673640428936755294600946354009771489898496,21,0.4016132037542044,0.1,4.990152018397291e-124,4.990152018397213e-124,0.5
rank,vanishing_E,4096,2048,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088152386448283120630877367300996091750197750389652106796057638384067568276792218642619756161838094338476170470581645852036305042887575891541065808607552399123930385521914333389668342420684974786564569494856176035326322058077805659331026192708460314150258592864177116725943603718461857357598351152301645904403697613233287231227125684710820209725157101726931323469678542580656697935045997268352998638215525166389437335543602135433229604645318478604952148193555853611059596230656,83424209977958644629548078350080361794776386231100551094973808421236039035787696028693752202824639450686933582050684085914765782010255020245211018601673902630855007458868321010545115987316345848031853804861512861547281511322303673115551922055537889731928504986108978859270825780685651252046250277543082596075271540312600639417651574131494474066550682794791813962450754678288056969223953459066676463766338965276370397750870317628699923676883649009734300474549859852058743274208920461861806202637176937107180950043978747797174934328665636704882867565251395943367751930471396870072112640208060746800,170852782034859304201314464460964580955702039001293928642506359646691407945293201466764804511384861595006839976039801007953440321557002281462192166096228152587991055275762321429596397542023876296769236592356378340448832535188077922540650336369741598170989578211551188703786651198844213764190720568408233156762156114560206109527350423821300682888295798363733634995099145581133940672970656684168553397793462200886006574593782410503577443690257713171935847371878112977016306225579869105892979103000938367195506585690068475488614265505107223971600112773634858892017155953605420789907686687146108409446400,21,0.48598820375420443,0.015625,5.421010862427522e-20,5.421010862427522e-20,0.5
exact-threshold,fixed_E,24,12,4096,2,24,276,0.19104010419671483,0.1,0.0673828125,0.18946457081379972,0.16666666666666666
exact-threshold,vanishing_E,24,12,4096,1,12,66,0.14937343753004817,0.20412414523193154,0.0,0.033516620862494656,0.16666666666666666
exact-threshold,fixed_E,26,13,8192,2,26,325,0.1807861430054266,0.1,0.0396728515625,0.16493848884661177,0.16666666666666666
exact-threshold,vanishing_E,26,13,8192,1,13,78,0.14232460454388815,0.19611613513818404,0.0,0.029177103632504895,0.16666666666666666
exact-threshold,fixed_E,28,14,16384,2,28,378,0.171691247216343,0.1,0.0230712890625,0.14358729437462936,0.16666666666666666
exact-threshold,vanishing_E,28,14,16384,1,14,91,0.1359769615020573,0.1889822365046136,0.0,0.025532832053792892,0.16666666666666666
exact-threshold,fixed_E,30,15,32768,3,45,990,0.18306176987765582,0.1,0.0604248046875,0.125,0.16666666666666666
exact-threshold,vanishing_E,30,15,32768,1,15,105,0.13022968652028397,0.18257418583505536,0.0,0.02244867998231078,0.16666666666666666
exact-threshold,fixed_E,32,16,65536,3,48,1128,0.17453007814753613,0.1,0.034423828125,0.1088188204120155,0.16666666666666666
exact-threshold,vanishing_E,32,16,65536,2,32,496,0.15625,0.17677669529663687,0.007568359375,0.019820617922037216,0.16666666666666666
exact-threshold,fixed_E,34,17,131072,4,68,2278,0.17904302474265704,0.1,0.0521392822265625,0.09473228540689986,0.16666666666666666
exact-threshold,vanishing_E,34,17,131072,2,34,561,0.14963126003677468,0.17149858514250882,0.00428009033203125,0.017567443942288836,0.16666666666666666
exact-threshold,fixed_E,36,18,262144,5,90,4005,0.1803292526758243,0.1,0.0611114501953125,0.08246924442330589,0.16666666666666666
exact-threshold,vanishing_E,36,18,262144,2,36,630,0.14360902781784202,0.16666666666666666,0.00240325927734375,0.015625,0.16666666666666666
exact-threshold,fixed_E,38,19,524288,5,95,4465,0.17289093706134073,0.1,0.03406524658203125,0.07179364718731468,0.16666666666666666
exact-threshold,vanishing_E,38,19,524288,3,57,1596,0.15349710563591423,0.16222142113076254,0.0060882568359375,0.013942044976347436,0.16666666666666666
exact-threshold,fixed_E,40,20,1048576,6,120,7140,0.17267226489021298,0.1,0.034046173095703125,0.0625,0.16666666666666666
exact-threshold,vanishing_E,40,20,1048576,4,80,3160,0.15804820237218406,0.15811388300841897,0.00904083251953125,0.01247725753999603,0.16666666666666666
exact-threshold,fixed_E,42,21,2097152,8,168,14028,0.1760075576852086,0.1,0.04682350158691406,0.05440941020600775,0.16666666666666666
exact-threshold,vanishing_E,42,21,2097152,4,84,3486,0.15219803387568479,0.1543033499620919,0.004986763000488281,0.011197025200697243,0.16666666666666666
exact-threshold,fixed_E,44,22,4194304,9,198,19503,0.17339446863817295,0.1,0.03719902038574219,0.04736614270344993,0.16666666666666666
exact-threshold,vanishing_E,44,22,4194304,5,110,5995,0.154121811671015,0.15075567228888181,0.005717277526855469,0.010073790330393486,0.16666666666666666
exact-threshold,fixed_E,46,23,8388608,10,230,26335,0.170554131542269,0.1,0.028254389762878418,0.04123462221165293,0.16666666666666666
exact-threshold,vanishing_E,46,23,8388608,6,138,9453,0.1545331403647428,0.14744195615489714,0.005634427070617676,0.009084797149691334,0.16666666666666666
exact-threshold,fixed_E,48,24,16777216,12,288,41328,0.1702067708633815,0.1,0.02709674835205078,0.035896823593657326,0.16666666666666666
exact-threshold,vanishing_E,48,24,16777216,7,168,14028,0.1540066129745575,0.14433756729740646,0.005016803741455078,0.00821113158104598,0.16666666666666666
exact-threshold,fixed_E,50,25,33554432,14,350,61075,0.1690242222366466,0.1,0.023662298917770386,0.03125,0.16666666666666666
exact-threshold,vanishing_E,50,25,33554432,9,225,25200,0.15627562382434074,0.1414213562373095,0.006008148193359375,0.007436977837164958,0.16666666666666666
exact-threshold,fixed_E,52,26,67108864,17,442,97461,0.1689981261421429,0.1,0.023236513137817383,0.027204705103003875,0.16666666666666666
exact-threshold,vanishing_E,52,26,67108864,11,286,40755,0.15692060263035362,0.1386750490563073,0.006072968244552612,0.006749037330958367,0.16666666666666666
exact-threshold,fixed_E,54,27,134217728,20,540,145530,0.16808917772316356,0.1,0.02060137689113617,0.023683071351724965,0.16666666666666666
exact-threshold,vanishing_E,54,27,134217728,13,351,61425,0.15658013370934373,0.13608276348795434,0.005491822957992554,0.0061360704898843045,0.16666666666666666
exact-threshold,fixed_E,56,28,268435456,24,672,225456,0.16771995397819214,0.1,0.019317448139190674,0.020617311105826465,0.16666666666666666
exact-threshold,vanishing_E,56,28,268435456,15,420,87990,0.15561152710118079,0.1336306209562122,0.0045890361070632935,0.0055885325677006836,0.16666666666666666
exact-threshold,fixed_E,58,29,536870912,28,812,329266,0.16664372271008926,0.1,0.016559254378080368,0.017948411796828663,0.16666666666666666
exact-threshold,vanishing_E,58,29,536870912,18,522,135981,0.155653551664998,0.13130643285972254,0.004305833950638771,0.0050982820134295335,0.16666666666666666
exact-threshold,fixed_E,60,30,1073741824,33,990,489555,0.16585474524944954,0.1,0.014589875936508179,0.015625,0.16666666666666666
exact-threshold,vanishing_E,60,30,1073741824,22,660,217470,0.15610537023743026,0.12909944487358055,0.00425322912633419,0.0046583453287923435,0.16666666666666666
exact-threshold,fixed_E,62,31,2147483648,39,1209,730236,0.1651548149878891,0.1,0.012921620160341263,0.013602352551501938,0.16666666666666666
exact-threshold,vanishing_E,62,31,2147483648,26,806,324415,0.15571993594399947,0.1270001270001905,0.0037766876630485058,0.004262726254365756,0.16666666666666666
exact-threshold,fixed_E,64,32,4294967296,46,1472,1082656,0.16443065556339082,0.1,0.011343397200107574,0.011841535675862483,0.16666666666666666
exact-threshold,vanishing_E,64,32,4294967296,32,1024,523776,0.15625,0.125,0.0037804841995239258,0.00390625,0.16666666666666666
exact-threshold,fixed_E,66,33,8589934592,54,1782,1586871,0.16362547911396852,0.1,0.009791013202629983,0.010308655552913232,0.16666666666666666
exact-threshold,vanishing_E,66,33,8589934592,38,1254,785631,0.15594426716366727,0.12309149097933272,0.003384000970982015,0.0035844353711056904,0.16666666666666666
exact-threshold,fixed_E,68,34,17179869184,64,2176,2366400,0.1630509241360344,0.1,0.008677784353494644,0.008974205898414332,0.16666666666666666
exact-threshold,vanishing_E,68,34,17179869184,46,1564,1222266,0.15604448231334342,0.12126781251816648,0.003201536019332707,0.0032933892440528195,0.16666666666666666
exact-threshold,fixed_E,70,35,34359738368,75,2625,3444000,0.16225859582058352,0.1,0.007417285814881325,0.0078125,0.16666666666666666
exact-threshold,vanishing_E,70,35,34359738368,55,1925,1851850,0.15586632472099465,0.11952286093343936,0.0029103801352903247,0.0030297190552690556,0.16666666666666666
exact-threshold,fixed_E,72,36,68719476736,89,3204,5131206,0.16174525600567655,0.1,0.006570860976353288,0.006801176275750969,0.16666666666666666
exact-threshold,vanishing_E,72,36,68719476736,66,2376,2821500,0.15575443223334398,0.11785113019775793,0.0026687848730944097,0.0027904598922210595,0.16666666666666666
exact-threshold,fixed_E,74,37,137438953472,105,3885,7544670,0.16113106599047394,0.1,0.005709048709832132,0.005920767837931241,0.16666666666666666
exact-threshold,vanishing_E,74,37,137438953472,80,2960,4379320,0.15582947919616638,0.11624763874381928,0.002517235989216715,0.0025730134840280003,0.16666666666666666
exact-threshold,fixed_E,76,38,274877906944,125,4750,11278875,0.16070673418560094,0.1,0.0050880062190117314,0.005154327776456616,0.16666666666666666
exact-threshold,vanishing_E,76,38,274877906944,96,3648,6652128,0.15569592123900974,0.11470786693528087,0.0022990285651758313,0.0023750969384906933,0.16666666666666666
exact-threshold,fixed_E,78,39,549755813888,148,5772,16655106,0.1601904562114256,0.1,0.004453432815353153,0.004487102949207166,0.16666666666666666
exact-threshold,vanishing_E,78,39,549755813888,116,4524,10231026,0.15568440017935667,0.11322770341445956,0.0021401647063612472,0.00219469950000494,0.16666666666666666
exact-threshold,fixed_E,80,40,1099511627776,175,7000,24496500,0.15966424008399613,0.1,0.0038766220313846134,0.00390625,0.16666666666666666
exact-threshold,vanishing_E,80,40,1099511627776,140,5600,15677200,0.15564013889790412,0.11180339887498948,0.0019819079170702025,0.002030045938102317,0.16666666666666666
exact-threshold,fixed_E,82,41,2199023255552,207,8487,36010341,0.15915901173313912,0.1,0.0033733750778992544,0.0034005881378754823,0.16666666666666666
exact-threshold,vanishing_E,82,41,2199023255552,170,6970,24286965,0.15569442610677786,0.11043152607484653,0.0018665091761249641,0.0018795654407726928,0.16666666666666666
exact-threshold,fixed_E,84,42,4398046511104,245,10290,52936905,0.1586780400212063,0.1,0.002936895912171167,0.0029603839189656206,0.16666666666666666
exact-threshold,vanishing_E,84,42,4398046511104,205,8610,37061745,0.1556166371700501,0.1091089451179962,0.001719080496513925,0.0017418650964336117,0.16666666666666666
exact-threshold,fixed_E,86,43,8796093022208,290,12470,77744215,0.15821132377577946,0.1,0.0025543247528503343,0.00257716388822831,0.16666666666666666
exact-threshold,vanishing_E,86,43,8796093022208,248,10664,56855116,0.155586756570802,0.10783277320343841,0.0015965285515449068,0.0016157072156355,0.16666666666666666
exact-threshold,fixed_E,88,44,17592186044416,344,15136,114541680,0.15779200424249312,0.1,0.002233252657788398,0.002243551474603583,0.16666666666666666
exact-threshold,vanishing_E,88,44,17592186044416,300,13200,87113400,0.15554829896742248,0.10660035817780521,0.0014805952218921448,0.0014999898776184835,0.16666666666666666
exact-threshold,fixed_E,90,45,35184372088832,407,18315,167710455,0.15734153422884356,0.1,0.0019352468351030438,0.001953125,0.16666666666666666
exact-threshold,vanishing_E,90,45,35184372088832,364,16380,134144010,0.1555516415169819,0.10540925533894598,0.001383974552879863,0.0013937301947798437,0.16666666666666666
exact-threshold,fixed_E,92,46,70368744177664,483,22218,246808653,0.1569504492923129,0.1,0.0016905484407345739,0.0017002940689377411,0.16666666666666666
exact-threshold,vanishing_E,92,46,70368744177664,441,20286,205750755,0.15552387827841885,0.10425720702853739,0.0012865133982131738,0.0012960498754494715,0.16666666666666666
exact-threshold,fixed_E,94,47,140737488355328,573,26931,362625915,0.156563618940793,0.1,0.0014738221194932066,0.0014801919594828103,0.16666666666666666
exact-threshold,vanishing_E,94,47,140737488355328,535,25145,316122940,0.15551046737198027,0.10314212462587934,0.0011994647050528329,0.0012061627363493994,0.16666666666666666
exact-threshold,fixed_E,96,48,281474976710656,680,32640,532668480,0.15619118163394644,0.1,0.0012849522261149104,0.0012885819441141532,0.16666666666666666
exact-threshold,vanishing_E,96,48,281474976710656,649,31152,485207976,0.15548997050750307,0.10206207261596577,0.0011170256486821017,0.001123363874040212,0.16666666666666666
exact-threshold,fixed_E,98,49,562949953421312,807,39543,781804653,0.15582790517747946,0.1,0.0011193438181997806,0.0011217757373017914,0.16666666666666666
exact-threshold,vanishing_E,98,49,562949953421312,788,38612,745423966,0.1554771598323631,0.10101525445522107,0.0010420973617222273,0.0010470202521220264,0.16666666666666666
exact-threshold,fixed_E,100,50,1125899906842624,958,47900,1147181050,0.15547738035510905,0.1,0.0009750886896586763,0.0009765625,0.16666666666666666
exact-threshold,vanishing_E,100,50,1125899906842624,958,47900,1147181050,0.15547738035510905,0.1,0.0009750886896586763,0.0009765625,0.16666666666666666
exact-threshold,fixed_E,102,51,2251799813685248,1137,57987,1681217091,0.15513178314572298,0.1,0.0008481493797845019,0.0008501470344688706,0.16666666666666666
exact-threshold,vanishing_E,102,51,2251799813685248,1164,59364,1762012566,0.15546373220470372,0.09901475429766744,0.0009100367633942952,0.000911477751257151,0.16666666666666666
exact-threshold,fixed_E,104,52,4503599627370496,1350,70200,2463984900,0.1547998404815316,0.1,0.000738057532889691,0.0007400959797414052,0.16666666666666666
exact-threshold,vanishing_E,104,52,4503599627370496,1415,73580,2706971410,0.1554521736140417,0.09805806756909202,0.0008499107137494022,0.0008513033763819304,0.16666666666666666
exact-threshold,fixed_E,106,53,9007199254740992,1604,85012,3613477566,0.15448470642469922,0.1,0.0006430860886361689,0.0006442909720570766,0.16666666666666666
exact-threshold,vanishing_E,106,53,9007199254740992,1721,91213,4159860078,0.15544294185474908,0.09712858623572641,0.0007943600593041111,0.0007956214867978494,0.16666666666666666
exact-threshold,fixed_E,108,54,18014398509481984,1906,102924,5296623426,0.15417796209327234,0.1,0.0005601112699499255,0.0005608878686508957,0.16666666666666666
exact-threshold,vanishing_E,108,54,18014398509481984,2094,113076,6393034350,0.15543456693605812,0.09622504486493763,0.0007427736700454934,0.0007440541056573171,0.16666666666666666
exact-threshold,fixed_E,110,55,36028797018963968,2265,124575,7759403025,0.15387868225871143,0.1,0.00048759020289668165,0.00048828125,0.16666666666666666
exact-threshold,vanishing_E,110,55,36028797018963968,2550,140250,9834961125,0.15543310222973525,0.09534625892455924,0.0006958132933061745,0.0006962589163516577,0.16666666666666666
exact-threshold,fixed_E,112,56,72057594037927936,2693,150808,11371451028,0.15359244139785067,0.1,0.00042482609329508314,0.0004250735172344353,0.16666666666666666
exact-threshold,vanishing_E,112,56,72057594037927936,3105,173880,15117040260,0.15542618281397722,0.0944911182523068,0.0006511915030404936,0.0006519255126871937,0.16666666666666666
exact-threshold,fixed_E,114,57,144115188075855872,3201,182457,16645187196,0.15330874540096776,0.1,0.00036959740148390097,0.0003700479898707026,0.16666666666666666
exact-threshold,vanishing_E,114,57,144115188075855872,3784,215688,23260548828,0.15542619638161523,0.0936585811581694,0.0006105855835958629,0.0006107720856158614,0.16666666666666666
exact-threshold,fixed_E,116,58,288230376151711744,3807,220806,24377534415,0.15303810215249855,0.1,0.0003218983967694447,0.0003221454860285383,0.16666666666666666
exact-threshold,vanishing_E,116,58,288230376151711744,4612,267496,35776921260,0.155423774075684,0.09284766908852593,0.0005723455873472144,0.0005725424906397973,0.16666666666666666
exact-threshold,fixed_E,118,59,576460752303423488,4528,267152,35684961976,0.15277373976435357,0.1,0.000280237331370517,0.00028044393432544786,0.16666666666666666
exact-threshold,vanishing_E,118,59,576460752303423488,5623,331757,55031187646,0.15542175746527667,0.09205746178983235,0.0005366980071228947,0.000537003647820311,0.16666666666666666
exact-threshold,fixed_E,120,60,1152921504606846976,5387,323220,52235422590,0.15251797454539678,0.1,0.00024402353928308293,0.000244140625,0.16666666666666666
exact-threshold,vanishing_E,120,60,1152921504606846976,6859,411540,84682380030,0.1554222761328273,0.09128709291752768,0.0005037218578412932,0.0005039432329482007,0.16666666666666666
exact-threshold,fixed_E,122,61,2305843009213693952,6410,391010,76444214545,0.15226922933663106,0.1,0.0002124736892586518,0.00021253675861721764,0.16666666666666666
exact-threshold,vanishing_E,122,61,2305843009213693952,8370,510570,130340607165,0.1554241741393491,0.09053574604251853,0.00047306800029541527,0.0004731676240679954,0.16666666666666666
exact-threshold,fixed_E,124,62,4611686018427387904,7628,472936,111833993580,0.15202649547338412,0.1,0.00018495575492919695,0.0001850239949353513,0.16666666666666666
exact-threshold,vanishing_E,124,62,4611686018427387904,10217,633454,200631668331,0.15542645429313226,0.08980265101338746,0.00044444767390483357,0.00044450007235339293,0.16666666666666666
exact-threshold,fixed_E,126,63,9223372036854775808,9080,572040,163614594780,0.1517917182990333,0.1,0.00016105356046270574,0.00016107274301426915,0.16666666666666666
exact-threshold,vanishing_E,126,63,9223372036854775808,12475,785925,308838659850,0.1554288263381897,0.0890870806374748,0.0004176838392266143,0.0004177790704366959,0.16666666666666666
exact-threshold,fixed_E,128,64,18446744073709551616,10809,691776,239276671200,0.15156207372771832,0.1,0.0001401928845543715,0.00014022196716272393,0.16666666666666666
exact-threshold,vanishing_E,128,64,18446744073709551616,15238,975232,475538239296,0.15543270265545708,0.08838834764831843,0.0003927943122754053,0.00039285689481138294,0.16666666666666666
exact-threshold,fixed_E,130,65,36893488147419103232,12870,836550,349907532975,0.15133917112412706,0.1,0.00012205297649987268,0.0001220703125,0.16666666666666666
exact-threshold,vanishing_E,130,65,36893488147419103232,18619,1210235,732333772495,0.1554373521727483,0.08770580193070293,0.00036956630725267224,0.0003695983019449652,0.16666666666666666
exact-threshold,fixed_E,132,66,73786976294838206464,15326,1011516,511581803370,0.1511218765888082,0.1,0.00010625169278272349,0.00010626837930860882,0.16666666666666666
exact-threshold,vanishing_E,132,66,73786976294838206464,22757,1501962,1127944173741,0.15544255213716981,0.08703882797784893,0.00034785945849153565,0.0003478793603352237,0.16666666666666666
exact-threshold,fixed_E,134,67,147573952589676412928,18254,1223018,747885902653,0.15091055377973397,0.1,9.250386766478856e-05,9.251199746767564e-05,0.16666666666666666
exact-threshold,vanishing_E,134,67,147573952589676412928,27823,1864141,1737509901870,0.15544835489619954,0.08638684255813601,0.00032757136094495884,0.0003275864029803126,0.16666666666666666
exact-threshold,fixed_E,136,68,295147905179352825856,21744,1478592,1093116411936,0.15070435722071862,0.1,8.052786324294441e-05,8.053637150713457e-05,0.16666666666666666
exact-threshold,vanishing_E,136,68,295147905179352825856,34026,2313768,2676760022028,0.1554545057568812,0.08574929257125441,0.00030858006494797243,0.0003086150866654607,0.16666666666666666
exact-threshold,fixed_E,138,69,590295810358705651712,25905,1787445,1597478920290,0.15050338710083774,0.1,7.010229994017079e-05,7.011098358136196e-05,0.16666666666666666
exact-threshold,vanishing_E,138,69,590295810358705651712,41626,2872194,4124747750721,0.15546175193793854,0.08512565307587486,0.0002908586205608151,0.00029086954614087034,0.16666666666666666
exact-threshold,fixed_E,140,70,1180591620717411303424,30867,2160690,2334289557705,0.15030757620739074,0.1,6.1028877576091656e-05,6.103515625e-05,0.16666666666666666
exact-threshold,vanishing_E,140,70,1180591620717411303424,50936,3565520,6356464652440,0.15546915047020574,0.08451542547285165,0.000274240915648112,0.0002742616327147323,0.16666666666666666
exact-threshold,fixed_E,142,71,2361183241434822606848,36785,2611735,3410578549245,0.1501167400733227,0.1,5.313214118832763e-05,5.313418965430441e-05,0.16666666666666666
exact-threshold,vanishing_E,142,71,2361183241434822606848,62347,4426637,9797555351566,0.15547732141886456,0.08391813582966891,0.0002587001191731079,0.00025871022804392814,0.16666666666666666
exact-threshold,fixed_E,144,72,4722366482869645213696,43842,3156624,4982135960376,0.1499302152372817,0.1,4.625262004360907e-05,4.625599873383782e-05,0.16666666666666666
exact-threshold,vanishing_E,144,72,4722366482869645213696,76334,5496048,15103269061128,0.15548585537070733,0.08333333333333333,0.00024413137807604318,0.000244140625,0.16666666666666666
exact-threshold,fixed_E,146,73,9444732965739290427392,52261,3815053,7277312788878,0.14974843608854904,0.1,4.026713806799462e-05,4.026818575356729e-05,0.16666666666666666
exact-threshold,vanishing_E,146,73,9444732965739290427392,93484,6824332,23285750210946,0.1554949068767691,0.0827605888602368,0.00023047997173305718,0.0002304839684421978,0.16666666666666666
exact-threshold,fixed_E,148,74,18889465931478580854784,62303,4610422,10627993203831,0.14957072552990788,0.1,3.5053676741682724e-05,3.505549179068098e-05,0.16666666666666666
exact-threshold,vanishing_E,148,74,18889465931478580854784,114515,8474110,35905265908995,0.1555042596308076,0.08219949365267865,0.00021766923613497906,0.00021767674956240214,0.16666666666666666
exact-threshold,fixed_E,150,75,37778931862957161709568,74285,5571375,15520106909625,0.1493973466266295,0.1,3.051689300948754e-05,3.0517578125e-05,0.16666666666666666
exact-threshold,vanishing_E,150,75,37778931862957161709568,140314,10523550,55372547039475,0.1555141208514968,0.08164965809277261,0.00020565664008007493,0.00020566034819499395,0.16666666666666666
exact-threshold,fixed_E,152,76,75557863725914323419136,88581,6732156,22660958838090,0.14922787616474062,0.1,2.6566496654266303e-05,2.6567094827152205e-05,0.16666666666666666
exact-threshold,vanishing_E,152,76,75557863725914323419136,171967,13069492,85405804034286,0.15552434032966903,0.08111071056538127,0.0001943794301786594,0.0001943806181224948,0.16666666666666666
exact-threshold,fixed_E,154,77,151115727451828646838272,105640,8134280,33083251492060,0.14906222871265817,0.1,2.3127186450422868e-05,2.312799936691891e-05,0.16666666666666666
