panel,family,sequence,n_t,E_2,rate,target_bound
fixed,rank,E2=0.01,1124,0.01,0.4942189580938097,0.00041344985955201515
fixed,rank,E2=0.01,1226,0.01,0.49397016789633935,0.00020387888657919176
fixed,rank,E2=0.01,1338,0.01,0.493732096396011,9.380341682666086e-05
fixed,rank,E2=0.01,1462,0.01,0.4935030165343185,3.971380174078164e-05
fixed,rank,E2=0.01,1594,0.01,0.49329116592924194,1.590676514955325e-05
fixed,rank,E2=0.01,1740,0.01,0.4930876748091709,5.78199984172972e-06
fixed,rank,E2=0.01,1900,0.01,0.49289445593707343,1.9073486328125e-06
fixed,rank,E2=0.01,2072,0.01,0.4927145226181987,5.789732381797065e-07
fixed,rank,E2=0.01,2262,0.01,0.49254246940371843,1.5513203804992827e-07
fixed,rank,E2=0.01,2468,0.01,0.49238120310225714,3.720314946477449e-08
fixed,rank,E2=0.01,2694,0.01,0.4922283655206695,7.766975170680288e-09
fixed,rank,E2=0.01,2940,0.01,0.492084790141818,1.411621055109795e-09
fixed,rank,E2=0.01,3210,0.01,0.49194892216798464,2.1723867196981016e-10
fixed,rank,E2=0.01,3502,0.01,0.4918222861066976,2.8703149422460613e-11
fixed,rank,E2=0.01,3822,0.01,0.49170271968608026,3.1234428622619977e-12
fixed,rank,E2=0.01,4172,0.01,0.4915901740219897,2.760759535692723e-13
fixed,rank,E2=0.01,4552,0.01,0.4914850543540263,1.9820499607453747e-14
fixed,rank,E2=0.01,4968,0.01,0.4913860974306445,1.1087402541868237e-15
fixed,rank,E2=0.01,5422,0.01,0.49129330357341544,4.7659955784027064e-17
fixed,rank,E2=0.01,5918,0.01,0.49120624815113473,1.5312456099804678e-18
fixed,rank,E2=0.01,6458,0.01,0.49112489227358863,3.626459903818308e-20
fixed,rank,E2=0.01,7050,0.01,0.4910483815772191,5.98942740891943e-22
fixed,rank,E2=0.01,7694,0.01,0.49097702114524533,6.898459732944945e-24
fixed,rank,E2=0.01,8396,0.01,0.49091033456747424,5.315223905672485e-26
fixed,rank,E2=0.01,9162,0.01,0.49084797308717965,2.6280389480599334e-28
fixed,rank,E2=0.01,10000,0.01,0.4907895394956771,7.888609052210118e-31
tradeoff,rank,fixed_n_t,40,0.01,0.48823976722001616,0.757858283255199
tradeoff,rank,fixed_n_t,40,0.0125,0.4857398679101693,0.7071067811865476
tradeoff,rank,fixed_n_t,40,0.015,0.48323921555423166,0.6597539553864471
tradeoff,rank,fixed_n_t,40,0.0175,0.48073924746382224,0.6155722066724582
tradeoff,rank,fixed_n_t,40,0.02,0.478239622215496,0.5743491774985174
tradeoff,rank,fixed_n_t,40,0.0225,0.47573892110593297,0.5358867312681466
tradeoff,rank,fixed_n_t,40,0.025,0.47324012921633196,0.5
tradeoff,rank,fixed_n_t,40,0.027500000000000004,0.4707399718005433,0.4665164957684037
tradeoff,rank,fixed_n_t,40,0.03,0.46823985479855945,0.43527528164806206
tradeoff,rank,fixed_n_t,40,0.0325,0.46573889605361246,0.40612619817811774
tradeoff,rank,fixed_n_t,40,0.035,0.463238814077853,0.3789291416275995
tradeoff,rank,fixed_n_t,40,0.0375,0.46073884635957596,0.3535533905932738
tradeoff,rank,fixed_n_t,40,0.04,0.45823921555423164,0.32987697769322355
tradeoff,rank,fixed_n_t,40,0.0425,0.4557392474638222,0.307786103336229
tradeoff,rank,fixed_n_t,40,0.045000000000000005,0.45323962221549596,0.2871745887492587
tradeoff,rank,fixed_n_t,40,0.0475,0.45073757312035834,0.2679433656340733
tradeoff,rank,fixed_n_t,40,0.05,0.44824012921633194,0.25
tradeoff,rank,fixed_n_t,40,0.052500000000000005,0.44573997180054326,0.23325824788420185
tradeoff,rank,fixed_n_t,40,0.055,0.4432398547985595,0.217637640824031
tradeoff,rank,fixed_n_t,40,0.0575,0.44073889605361244,0.20306309908905884
tradeoff,rank,fixed_n_t,40,0.060000000000000005,0.438238814077853,0.18946457081379972
tradeoff,rank,fixed_n_t,40,0.0625,0.4357368031715837,0.1767766952966369
tradeoff,rank,fixed_n_t,40,0.065,0.433237025737527,0.16493848884661177
tradeoff,rank,fixed_n_t,40,0.0675,0.4307392474638222,0.1538930516681145
tradeoff,rank,fixed_n_t,40,0.06999999999999999,0.42823710679365706,0.1435872943746294
tradeoff,rank,fixed_n_t,40,0.0725,0.42573757312035837,0.13397168281703664
tradeoff,rank,fixed_n_t,40,0.075,0.4232372397810392,0.125
tradeoff,rank,fixed_n_t,40,0.0775,0.42073687495805456,0.11662912394210093
tradeoff,rank,fixed_n_t,40,0.08,0.4182365356639671,0.1088188204120155
tradeoff,rank,fixed_n_t,40,0.08249999999999999,0.415735338586921,0.10153154954452945
tradeoff,rank,fixed_n_t,40,0.08499999999999999,0.413238814077853,0.09473228540689992
tradeoff,rank,fixed_n_t,40,0.0875,0.41073680317158373,0.08838834764831845
tradeoff,rank,fixed_n_t,40,0.09,0.4082326457052158,0.08246924442330592
tradeoff,rank,fixed_n_t,40,0.0925,0.40573924746382223,0.07694652583405726
tradeoff,rank,fixed_n_t,40,0.095,0.40323207542362416,0.0717936471873147
tradeoff,rank,fixed_n_t,40,0.0975,0.4007321806742062,0.0669858414085183
tradeoff,rank,fixed_n_t,40,0.09999999999999999,0.3982314602159243,0.06250000000000001
tradeoff,rank,fixed_n_t,40,0.1025,0.3957306804752532,0.05831456197105048
tradeoff,rank,fixed_n_t,40,0.105,0.39322989647830237,0.05440941020600775
tradeoff,rank,fixed_n_t,40,0.1075,0.3907282226007043,0.050765774772264724
tradeoff,rank,fixed_n_t,40,0.11,0.388238814077853,0.04736614270344993
tradeoff,rank,fixed_n_t,40,0.1125,0.3857286292619686,0.04419417382415922
tradeoff,rank,fixed_n_t,40,0.11499999999999999,0.38322388404453334,0.04123462221165296
tradeoff,rank,fixed_n_t,40,0.1175,0.3807392474638222,0.038473262917028656
tradeoff,rank,fixed_n_t,40,0.12,0.3782320754236242,0.03589682359365735
tradeoff,rank,fixed_n_t,40,0.1225,0.37573218067420616,0.03349292070425915
tradeoff,rank,fixed_n_t,40,0.125,0.3732314602159243,0.03125
tradeoff,rank,fixed_n_t,40,0.1275,0.3707182883170752,0.02915728098552524
tradeoff,rank,fixed_n_t,40,0.13,0.36822989647830234,0.027204705103003875
tradeoff,rank,fixed_n_t,40,0.1325,0.36572822260070426,0.025382887386132348
tradeoff,rank,fixed_n_t,40,0.135,0.36322356037662235,0.023683071351724965
tradeoff,rank,fixed_n_t,40,0.1375,0.3607286292619686,0.02209708691207961
tradeoff,rank,fixed_n_t,40,0.14,0.3582238840445333,0.020617311105826465
tradeoff,rank,fixed_n_t,40,0.14250000000000002,0.35572046726239703,0.019236631458514303
tradeoff,rank,fixed_n_t,40,0.14500000000000002,0.35323207542362417,0.017948411796828663
tradeoff,rank,fixed_n_t,40,0.14750000000000002,0.3507321806742062,0.016746460352129577
tradeoff,rank,fixed_n_t,40,0.15000000000000002,0.3482314602159243,0.01562499999999999
tradeoff,rank,fixed_n_t,40,0.15250000000000002,0.34569349122017395,0.014578640492762602
tradeoff,rank,fixed_n_t,40,0.155,0.3432298964783024,0.013602352551501938
tradeoff,rank,fixed_n_t,40,0.1575,0.34069974460789265,0.012691443693066181
tradeoff,rank,fixed_n_t,40,0.16,0.3382235603766223,0.011841535675862483
tradeoff,rank,fixed_n_t,40,0.1625,0.335695915086463,0.011048543456039806
tradeoff,rank,fixed_n_t,40,0.165,0.333188816102031,0.010308655552913232
tradeoff,rank,fixed_n_t,40,0.1675,0.330720467262397,0.009618315729257157
tradeoff,rank,fixed_n_t,40,0.17,0.3282320754236242,0.008974205898414332
tradeoff,rank,fixed_n_t,40,0.17250000000000001,0.3257321806742062,0.008373230176064788
tradeoff,rank,fixed_n_t,40,0.17500000000000002,0.3232314602159243,0.007812499999999995
tradeoff,rank,fixed_n_t,40,0.17750000000000002,0.32064384582207783,0.007289320246381305
tradeoff,rank,fixed_n_t,40,0.18000000000000002,0.3181767389505927,0.0068011762757509645
tradeoff,rank,fixed_n_t,40,0.18250000000000002,0.3156427210766116,0.006345721846533087
tradeoff,rank,fixed_n_t,40,0.18500000000000003,0.31316248097841415,0.005920767837931238
tradeoff,rank,fixed_n_t,40,0.1875,0.3106303975824846,0.005524271728019903
tradeoff,rank,fixed_n_t,40,0.19,0.308188816102031,0.00515432777645662
tradeoff,rank,fixed_n_t,40,0.1925,0.30572046726239704,0.0048091578646285785
tradeoff,rank,fixed_n_t,40,0.195,0.3032320754236242,0.004487102949207166
tradeoff,rank,fixed_n_t,40,0.1975,0.30073218067420615,0.004186615088032394
tradeoff,rank,fixed_n_t,40,0.2,0.2982314602159243,0.00390625
tradeoff,rank,fixed_n_t,40,0.2025,0.29554434954926423,0.0036446601231906505
tradeoff,rank,fixed_n_t,40,0.20500000000000002,0.2930701882792387,0.0034005881378754823
tradeoff,rank,fixed_n_t,40,0.20750000000000002,0.29064272107661165,0.0031728609232665435
tradeoff,rank,fixed_n_t,40,0.21000000000000002,0.2880400109930932,0.0029603839189656206
tradeoff,rank,fixed_n_t,40,0.21250000000000002,0.28549900444619725,0.0027621358640099515
tradeoff,rank,fixed_n_t,40,0.21500000000000002,0.28304820237218403,0.0025771638882283064
tradeoff,rank,fixed_n_t,40,0.21750000000000003,0.280720467262397,0.002404578932314288
tradeoff,rank,fixed_n_t,40,0.22,0.27823207542362416,0.002243551474603583
tradeoff,rank,fixed_n_t,40,0.2225,0.2755591953257114,0.002093307544016197
tradeoff,rank,fixed_n_t,40,0.225,0.27304602342686224,0.001953125
tradeoff,rank,fixed_n_t,40,0.2275,0.27034452978042595,0.0018223300615953274
tradeoff,rank,fixed_n_t,40,0.23,0.2678561379416531,0.0017002940689377411
tradeoff,rank,fixed_n_t,40,0.2325,0.26564272107661163,0.0015864304616332718
tradeoff,rank,fixed_n_t,40,0.23500000000000001,0.2627938163441845,0.0014801919594828103
tradeoff,rank,fixed_n_t,40,0.23750000000000002,0.26023477340344253,0.0013810679320049757
tradeoff,rank,fixed_n_t,40,0.24000000000000002,0.25804820237218407,0.0012885819441141532
tradeoff,rank,fixed_n_t,40,0.24250000000000002,0.25572046726239706,0.001202289466157144
tradeoff,rank,fixed_n_t,40,0.24500000000000002,0.2532320754236242,0.0011217757373017914
tradeoff,rank,fixed_n_t,40,0.24750000000000003,0.25055919532571136,0.0010466537720080985
tradeoff,rank,fixed_n_t,40,0.25,0.247672264890213,0.0009765625
fixed,exact-threshold,E2=0.1,24,0.1,0.19104010419671483,0.18946457081379972
fixed,exact-threshold,E2=0.1,26,0.1,0.18078614300542664,0.16493848884661177
fixed,exact-threshold,E2=0.1,28,0.1,0.171691247216343,0.14358729437462936
fixed,exact-threshold,E2=0.1,32,0.1,0.17453007814753613,0.1088188204120155
fixed,exact-threshold,E2=0.1,34,0.1,0.17904302474265704,0.09473228540689986
fixed,exact-threshold,E2=0.1,38,0.1,0.1728909370613407,0.07179364718731468
fixed,exact-threshold,E2=0.1,40,0.1,0.17267226489021298,0.0625
fixed,exact-threshold,E2=0.1,44,0.1,0.17339446863817295,0.04736614270344993
fixed,exact-threshold,E2=0.1,48,0.1,0.1702067708633815,0.035896823593657326
fixed,exact-threshold,E2=0.1,52,0.1,0.16899812614214288,0.027204705103003875
fixed,exact-threshold,E2=0.1,58,0.1,0.16664372271008923,0.017948411796828663
fixed,exact-threshold,E2=0.1,62,0.1,0.1651548149878891,0.013602352551501938
fixed,exact-threshold,E2=0.1,68,0.1,0.1630509241360344,0.008974205898414332
fixed,exact-threshold,E2=0.1,74,0.1,0.16113106599047394,0.005920767837931241
fixed,exact-threshold,E2=0.1,82,0.1,0.15915901173313915,0.0034005881378754823
fixed,exact-threshold,E2=0.1,90,0.1,0.1573415342288436,0.001953125
fixed,exact-threshold,E2=0.1,98,0.1,0.15582790517747946,0.0011217757373017914
fixed,exact-threshold,E2=0.1,106,0.1,0.15448470642469922,0.0006442909720570766
fixed,exact-threshold,E2=0.1,116,0.1,0.15303810215249855,0.0003221454860285383
fixed,exact-threshold,E2=0.1,126,0.1,0.1517917182990333,0.00016107274301426915
fixed,exact-threshold,E2=0.1,138,0.1,0.15050338710083774,7.011098358136196e-05
fixed,exact-threshold,E2=0.1,150,0.1,0.1493973466266295,3.0517578125e-05
fixed,exact-threshold,E2=0.1,164,0.1,0.14828769858046892,1.156399968345944e-05
fixed,exact-threshold,E2=0.1,180,0.1,0.14720712789060209,3.814697265625e-06
fixed,exact-threshold,E2=0.1,196,0.1,0.14628351932789185,1.2583808047989777e-06
fixed,exact-threshold,E2=0.1,214,0.1,0.14539169292527598,3.613749901081075e-07
fixed,exact-threshold,E2=0.1,234,0.1,0.14454467906768192,9.034374752702688e-08
fixed,exact-threshold,E2=0.1,254,0.1,0.1438171715010887,2.258593688175672e-08
fixed,exact-threshold,E2=0.1,278,0.1,0.14306827466707697,4.279234837729612e-09
fixed,exact-threshold,E2=0.1,302,0.1,0.14242649529721466,8.107633919418999e-10
fixed,exact-threshold,E2=0.1,330,0.1,0.14178416385276904,1.1641532182693481e-10
fixed,exact-threshold,E2=0.1,360,0.1,0.14119616027437912,1.4551915228366852e-11
fixed,exact-threshold,E2=0.1,394,0.1,0.14062779341747578,1.378536186630656e-12
fixed,exact-threshold,E2=0.1,430,0.1,0.14011487817797633,1.1368683772161603e-13
fixed,exact-threshold,E2=0.1,468,0.1,0.1396512569227802,8.161992717227175e-15
fixed,exact-threshold,E2=0.1,512,0.1,0.13919270833333336,3.8660211178870195e-16
fixed,exact-threshold,E2=0.1,558,0.1,0.1387838239616662,1.5941392025834327e-17
fixed,exact-threshold,E2=0.1,610,0.1,0.1383894346625411,4.336808689942018e-19
fixed,exact-threshold,E2=0.1,666,0.1,0.13802771690043608,8.941333396698579e-21
fixed,exact-threshold,E2=0.1,726,0.1,0.13769688968686675,1.397083343234153e-22
fixed,exact-threshold,E2=0.1,792,0.1,0.13738609285356884,1.4402050964113397e-24
fixed,exact-threshold,E2=0.1,864,0.1,0.13709679301781,9.795088733928423e-27
fixed,exact-threshold,E2=0.1,944,0.1,0.136822967178447,3.82620653669079e-29
fixed,exact-threshold,E2=0.1,1030,0.1,0.13657230699743386,9.860761315262648e-32
fixed,exact-threshold,E2=0.1,1124,0.1,0.13633879784110942,1.4595819613230859e-34
fixed,exact-threshold,E2=0.1,1226,0.1,0.13612282307332538,1.2408592759830776e-37
fixed,exact-threshold,E2=0.1,1338,0.1,0.13592074299966156,5.27456416835101e-41
fixed,exact-threshold,E2=0.1,1462,0.1,0.13573044404832477,9.75920933971159e-45
fixed,exact-threshold,E2=0.1,1594,0.1,0.13555801671141582,1.0370953598645982e-48
fixed,exact-threshold,E2=0.1,1740,0.1,0.13539556927025595,4.176194859519056e-53
fixed,exact-threshold,E2=0.1,1900,0.1,0.13524417257951196,6.372367644529809e-58
fixed,exact-threshold,E2=0.1,2072,0.1,0.13510566413894573,4.2323823871424524e-63
fixed,exact-threshold,E2=0.1,2262,0.1,0.13497544698113614,8.072628759655862e-69
fixed,exact-threshold,E2=0.1,2468,0.1,0.1348553655698473,5.079220537709584e-75
fixed,exact-threshold,E2=0.1,2694,0.1,0.13474332270916387,7.989492034992986e-82
fixed,exact-threshold,E2=0.1,2940,0.1,0.13463963723806394,3.141819817790545e-89
fixed,exact-threshold,E2=0.1,3210,0.1,0.13454292394413392,2.3408381773460992e-97
fixed,exact-threshold,E2=0.1,3502,0.1,0.13445402278397428,3.7957318013043235e-106
fixed,exact-threshold,E2=0.1,3822,0.1,0.1343711941446867,8.837626784351476e-116
fixed,exact-threshold,E2=0.1,4172,0.1,0.13429422526705978,2.5720879157165404e-126
fixed,exact-threshold,E2=0.1,4552,0.1,0.13422321945242432,9.35720132735347e-138
fixed,exact-threshold,E2=0.1,4968,0.1,0.13415716917996648,2.807360300298074e-150
fixed,exact-threshold,E2=0.1,5422,0.1,0.1340959430344177,6.04694962948613e-164
fixed,exact-threshold,E2=0.1,5918,0.1,0.13403914013637458,7.086773720878665e-179
fixed,exact-threshold,E2=0.1,6458,0.1,0.13398662494712577,3.933949677613993e-195
fixed,exact-threshold,E2=0.1,7050,0.1,0.1339377497655874,5.940911144672375e-213
fixed,exact-threshold,E2=0.1,7694,0.1,0.1338926227412831,2.4407389743589566e-232
fixed,exact-threshold,E2=0.1,8396,0.1,0.1338508609834561,1.7997643314594452e-253
fixed,exact-threshold,E2=0.1,9162,0.1,0.13381217517454405,1.5715129807680731e-276
fixed,exact-threshold,E2=0.1,10000,0.1,0.1337762570793183,9.332636185032189e-302
fixed,exact-threshold,E2=0.01,24,0.01,0.215413541726763,0.8467453123625271
fixed,exact-threshold,E2=0.01,26,0.01,0.2192476814669651,0.8350879194283694
fixed,exact-threshold,E2=0.01,28,0.01,0.21890296489089164,0.8235910172675731
fixed,exact-threshold,E2=0.01,32,0.01,0.21272984131430012,0.8010698775896221
fixed,exact-threshold,E2=0.01,34,0.01,0.20845478944853937,0.7900413118633771
fixed,exact-threshold,E2=0.01,38,0.01,0.20916755872591258,0.7684375906440062
fixed,exact-threshold,E2=0.01,40,0.01,0.20572046726239704,0.757858283255199
fixed,exact-threshold,E2=0.01,44,0.01,0.20415894487941613,0.7371346086455506
fixed,exact-threshold,E2=0.01,48,0.01,0.20150886129107282,0.7169776240079136
fixed,exact-threshold,E2=0.01,52,0.01,0.19947817423293437,0.6973718331752027
fixed,exact-threshold,E2=0.01,58,0.01,0.19676844563457258,0.668963777393056
fixed,exact-threshold,E2=0.01,62,0.01,0.195224894030509,0.6506709277209668
fixed,exact-threshold,E2=0.01,68,0.01,0.1931155435383646,0.6241652744508059
fixed,exact-threshold,E2=0.01,74,0.01,0.19128239462171434,0.5987393523094643
fixed,exact-threshold,E2=0.01,82,0.01,0.18917524528866084,0.5664419426478993
fixed,exact-threshold,E2=0.01,90,0.01,0.18737366378519554,0.5358867312681466
fixed,exact-threshold,E2=0.01,98,0.01,0.18583026032438643,0.5069797398950145
fixed,exact-threshold,E2=0.01,106,0.01,0.1844901673598433,0.47963205966263217
fixed,exact-threshold,E2=0.01,116,0.01,0.1830400598238341,0.4475125354639862
fixed,exact-threshold,E2=0.01,126,0.01,0.18179168281004152,0.4175439597141847
fixed,exact-threshold,E2=0.01,138,0.01,0.18050367019194188,0.38421879532200304
fixed,exact-threshold,E2=0.01,150,0.01,0.17939737139312473,0.3535533905932738
fixed,exact-threshold,E2=0.01,164,0.01,0.17828770689916412,0.320856474390726
fixed,exact-threshold,E2=0.01,180,0.01,0.177207135255476,0.2871745887492587
fixed,exact-threshold,E2=0.01,196,0.01,0.17628352014255483,0.25702845666401664
fixed,exact-threshold,E2=0.01,214,0.01,0.1753916931225093,0.2268797888292902
fixed,exact-threshold,E2=0.01,234,0.01,0.17454467908761112,0.1975103279658443
fixed,exact-threshold,E2=0.01,254,0.01,0.1738171715049218,0.17194272726746795
fixed,exact-threshold,E2=0.01,278,0.01,0.17306827466753286,0.14559169830855695
fixed,exact-threshold,E2=0.01,302,0.01,0.1724264952972682,0.1232790880616699
fixed,exact-threshold,E2=0.01,330,0.01,0.17178416385277354,0.10153154954452942
fixed,exact-threshold,E2=0.01,360,0.01,0.17119616027437934,0.08246924442330589
fixed,exact-threshold,E2=0.01,394,0.01,0.17062779341747578,0.06515411005257009
fixed,exact-threshold,E2=0.01,430,0.01,0.1701148781779763,0.050765774772264724
fixed,exact-threshold,E2=0.01,468,0.01,0.1696512569227802,0.03901032965317538
fixed,exact-threshold,E2=0.01,512,0.01,0.16919270833333333,0.028755864082027346
fixed,exact-threshold,E2=0.01,558,0.01,0.1687838239616662,0.020905118043533
fixed,exact-threshold,E2=0.01,610,0.01,0.1683894346625411,0.01457864049276261
fixed,exact-threshold,E2=0.01,666,0.01,0.16802771690043602,0.00988872339039281
fixed,exact-threshold,E2=0.01,726,0.01,0.16769688968686675,0.006524124370534136
fixed,exact-threshold,E2=0.01,792,0.01,0.16738609285356884,0.0041289767209428925
fixed,exact-threshold,E2=0.01,864,0.01,0.16709679301780997,0.002506691206177546
fixed,exact-threshold,E2=0.01,944,0.01,0.16682296717844697,0.0014397160325108416
fixed,exact-threshold,E2=0.01,1030,0.01,0.16657230699743383,0.0007932152308166359
fixed,exact-threshold,E2=0.01,1124,0.01,0.16633879784110941,0.00041344985955201515
fixed,exact-threshold,E2=0.01,1226,0.01,0.1661228230733254,0.00020387888657919176
fixed,exact-threshold,E2=0.01,1338,0.01,0.16592074299966153,9.380341682666086e-05
fixed,exact-threshold,E2=0.01,1462,0.01,0.16573044404832477,3.971380174078164e-05
fixed,exact-threshold,E2=0.01,1594,0.01,0.16555801671141582,1.590676514955325e-05
fixed,exact-threshold,E2=0.01,1740,0.01,0.16539556927025598,5.78199984172972e-06
fixed,exact-threshold,E2=0.01,1900,0.01,0.165244172579512,1.9073486328125e-06
fixed,exact-threshold,E2=0.01,2072,0.01,0.1651056641389457,5.789732381797065e-07
fixed,exact-threshold,E2=0.01,2262,0.01,0.1649754469811361,1.5513203804992827e-07
fixed,exact-threshold,E2=0.01,2468,0.01,0.16485536556984728,3.720314946477449e-08
fixed,exact-threshold,E2=0.01,2694,0.01,0.16474332270916386,7.766975170680288e-09
fixed,exact-threshold,E2=0.01,2940,0.01,0.16463963723806394,1.411621055109795e-09
fixed,exact-threshold,E2=0.01,3210,0.01,0.1645429239441339,2.1723867196981016e-10
fixed,exact-threshold,E2=0.01,3502,0.01,0.16445402278397425,2.8703149422460613e-11
fixed,exact-threshold,E2=0.01,3822,0.01,0.16437119414468668,3.1234428622619977e-12
fixed,exact-threshold,E2=0.01,4172,0.01,0.16429422526705972,2.760759535692723e-13
fixed,exact-threshold,E2=0.01,4552,0.01,0.16422321945242435,1.9820499607453747e-14
fixed,exact-threshold,E2=0.01,4968,0.01,0.16415716917996653,1.1087402541868237e-15
fixed,exact-threshold,E2=0.01,5422,0.01,0.16409594303441766,4.7659955784027064e-17
fixed,exact-threshold,E2=0.01,5918,0.01,0.16403914013637455,1.5312456099804678e-18
fixed,exact-threshold,E2=0.01,6458,0.01,0.1639866249471257,3.626459903818308e-20
fixed,exact-threshold,E2=0.01,7050,0.01,0.1639377497655874,5.98942740891943e-22
fixed,exact-threshold,E2=0.01,7694,0.01,0.1638926227412831,6.898459732944945e-24
fixed,exact-threshold,E2=0.01,8396,0.01,0.16385086098345608,5.315223905672485e-26
fixed,exact-threshold,E2=0.01,9162,0.01,0.16381217517454405,2.6280389480599334e-28
fixed,exact-threshold,E2=0.01,10000,0.01,0.16377625707931834,7.888609052210118e-31
tradeoff,exact-threshold,fixed_n_t,40,0.01,0.20572046726239704,0.757858283255199
tradeoff,exact-threshold,fixed_n_t,40,0.0125,0.20572046726239704,0.7071067811865476
tradeoff,exact-threshold,fixed_n_t,40,0.015,0.20572046726239704,0.6597539553864471
tradeoff,exact-threshold,fixed_n_t,40,0.0175,0.20323207542362418,0.6155722066724582
tradeoff,exact-threshold,fixed_n_t,40,0.02,0.20323207542362418,0.5743491774985174
tradeoff,exact-threshold,fixed_n_t,40,0.0225,0.20323207542362418,0.5358867312681466
tradeoff,exact-threshold,fixed_n_t,40,0.025,0.20055919532571137,0.5
tradeoff,exact-threshold,fixed_n_t,40,0.027500000000000004,0.20055919532571137,0.4665164957684037
tradeoff,exact-threshold,fixed_n_t,40,0.03,0.20055919532571137,0.43527528164806206
tradeoff,exact-threshold,fixed_n_t,40,0.0325,0.19767226489021297,0.40612619817811774
tradeoff,exact-threshold,fixed_n_t,40,0.035,0.19767226489021297,0.3789291416275995
tradeoff,exact-threshold,fixed_n_t,40,0.0375,0.19767226489021297,0.3535533905932738
tradeoff,exact-threshold,fixed_n_t,40,0.04,0.19767226489021297,0.32987697769322355
tradeoff,exact-threshold,fixed_n_t,40,0.0425,0.1945339928381165,0.307786103336229
tradeoff,exact-threshold,fixed_n_t,40,0.045000000000000005,0.1945339928381165,0.2871745887492587
tradeoff,exact-threshold,fixed_n_t,40,0.0475,0.1945339928381165,0.2679433656340733
tradeoff,exact-threshold,fixed_n_t,40,0.05,0.19109640474436812,0.25
tradeoff,exact-threshold,fixed_n_t,40,0.052500000000000005,0.19109640474436812,0.23325824788420185
tradeoff,exact-threshold,fixed_n_t,40,0.055,0.19109640474436812,0.217637640824031
tradeoff,exact-threshold,fixed_n_t,40,0.0575,0.19109640474436812,0.20306309908905884
tradeoff,exact-threshold,fixed_n_t,40,0.060000000000000005,0.18729632740824187,0.18946457081379972
tradeoff,exact-threshold,fixed_n_t,40,0.0625,0.18729632740824187,0.1767766952966369
tradeoff,exact-threshold,fixed_n_t,40,0.065,0.18729632740824187,0.16493848884661177
tradeoff,exact-threshold,fixed_n_t,40,0.0675,0.18729632740824187,0.1538930516681145
tradeoff,exact-threshold,fixed_n_t,40,0.06999999999999999,0.18729632740824187,0.1435872943746294
tradeoff,exact-threshold,fixed_n_t,40,0.0725,0.18304820237218405,0.13397168281703664
tradeoff,exact-threshold,fixed_n_t,40,0.075,0.18304820237218405,0.125
tradeoff,exact-threshold,fixed_n_t,40,0.0775,0.18304820237218405,0.11662912394210093
tradeoff,exact-threshold,fixed_n_t,40,0.08,0.18304820237218405,0.1088188204120155
tradeoff,exact-threshold,fixed_n_t,40,0.08249999999999999,0.18304820237218405,0.10153154954452945
tradeoff,exact-threshold,fixed_n_t,40,0.08499999999999999,0.17823207542362418,0.09473228540689992
tradeoff,exact-threshold,fixed_n_t,40,0.0875,0.17823207542362418,0.08838834764831845
tradeoff,exact-threshold,fixed_n_t,40,0.09,0.17823207542362418,0.08246924442330592
tradeoff,exact-threshold,fixed_n_t,40,0.0925,0.17823207542362418,0.07694652583405726
tradeoff,exact-threshold,fixed_n_t,40,0.095,0.17823207542362418,0.0717936471873147
tradeoff,exact-threshold,fixed_n_t,40,0.0975,0.17823207542362418,0.0669858414085183
tradeoff,exact-threshold,fixed_n_t,40,0.09999999999999999,0.17267226489021298,0.06250000000000001
tradeoff,exact-threshold,fixed_n_t,40,0.1025,0.17267226489021298,0.05831456197105048
tradeoff,exact-threshold,fixed_n_t,40,0.105,0.17267226489021298,0.05440941020600775
tradeoff,exact-threshold,fixed_n_t,40,0.1075,0.17267226489021298,0.050765774772264724
tradeoff,exact-threshold,fixed_n_t,40,0.11,0.17267226489021298,0.04736614270344993
tradeoff,exact-threshold,fixed_n_t,40,0.1125,0.17267226489021298,0.04419417382415922
tradeoff,exact-threshold,fixed_n_t,40,0.11499999999999999,0.17267226489021298,0.04123462221165296
tradeoff,exact-threshold,fixed_n_t,40,0.1175,0.16609640474436813,0.038473262917028656
tradeoff,exact-threshold,fixed_n_t,40,0.12,0.16609640474436813,0.03589682359365735
tradeoff,exact-threshold,fixed_n_t,40,0.1225,0.16609640474436813,0.03349292070425915
tradeoff,exact-threshold,fixed_n_t,40,0.125,0.16609640474436813,0.03125
tradeoff,exact-threshold,fixed_n_t,40,0.1275,0.16609640474436813,0.02915728098552524
tradeoff,exact-threshold,fixed_n_t,40,0.13,0.16609640474436813,0.027204705103003875
tradeoff,exact-threshold,fixed_n_t,40,0.1325,0.16609640474436813,0.025382887386132348
tradeoff,exact-threshold,fixed_n_t,40,0.135,0.15804820237218406,0.023683071351724965
tradeoff,exact-threshold,fixed_n_t,40,0.1375,0.15804820237218406,0.02209708691207961
tradeoff,exact-threshold,fixed_n_t,40,0.14,0.15804820237218406,0.020617311105826465
tradeoff,exact-threshold,fixed_n_t,40,0.14250000000000002,0.15804820237218406,0.019236631458514303
tradeoff,exact-threshold,fixed_n_t,40,0.14500000000000002,0.15804820237218406,0.017948411796828663
tradeoff,exact-threshold,fixed_n_t,40,0.14750000000000002,0.15804820237218406,0.016746460352129577
tradeoff,exact-threshold,fixed_n_t,40,0.15000000000000002,0.15804820237218406,0.01562499999999999
